condition,display_type,hdd_type,os,cpu_line,cpu_cores,cpu_speed,ram_size,ram_type,ram_speed,hdd_size,display_surface,display_resolution,gfx_type,weight,battery_capacity
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,4.42 kg,68 Wh
Po zwrocie,,SSD,Windows 10 Professional,Intel Core i7,4,3.9 GHz,16 GB,DDR4,,512 GB,matowa,1920 x 1080,,,
Nowy,,eMMC + HDD,Windows 10 Home,Inny procesor,4,,4 GB,DDR3,,532 GB,matowa,1920 x 1280,,,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i5,4,3.4 GHz,8 GB,DDR3,1866,256 GB,błyszcząca,1920 x 1080,Intel HD Graphics 620,1.42 kg,45 Wh
Odnowiony przez producenta,IPS,SSD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,,256 GB,matowa,1920 x 1080,,,
Nowy,,eMMC,Windows 10 Home,Intel Celeron Dual-Core,2,,4 GB,,,64 GB,błyszcząca,1920 x 1080,,,
Używany,,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,,8 GB,DDR3,,120 GB,matowa,1366 x 768,,,
Nowy,,SSD + HDD,brak systemu,Intel Core i7,6,,16 GB,,,1120 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,,
Nowy,TN,eMMC,Windows 10 Professional,Intel Celeron,2,2.5 GHz,4 GB,DDR3,1333,64 GB,matowa,1920 x 1080,Intel HD Graphics 500,,
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i7,6,,8 GB,,,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Używany,,SSD + HDD,Windows 10 Professional,Intel Core i7,4,,24 GB,,,1000 GB,antyrefleksyjna,1920 x 1080,NVIDIA Quadro K3100M,,
Używany,TN,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,3.3 GHz,8 GB,DDR3,1600,256 GB,matowa,Inna,Intel HD Graphics 4000,4 kg,87 Wh
Używany,,SSD,"Windows 7 Professional 64-bit, Windows 10 Professional",Intel Core i5,2,3.3 GHz,4 GB,DDR3L,,120 GB,matowa,1366 x 768,Intel HD Graphics 4600,,
Używany,,SSD,Windows 8.1 Professional 64-bit,Intel Core i7,2,3.2 GHz,8 GB,DDR3,,256 GB,matowa,1920 x 1080,,,
Nowy,IPS,SSD,Windows 10 Home,Intel Pentium Quad-Core,3,2.5 GHz,4 GB,DDR3L,,128 GB,matowa,1366 x 768,Intel HD Graphics 505,,
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i7,6,,16 GB,,,1128 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i7,6,,16 GB,,,1512 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Nowy,,SSD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR3,1866,512 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,1.3 kg,4335 mAh
Używany,TN,HDD,"Windows 7 Professional 64-bit, Windows 10 Home, Windows 10 Professional",Intel Core i5,2,2.8 GHz,4 GB,DDR3,,500 GB,matowa,1366 x 768,Intel HD Graphics 4000,,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i5,4,4 GHz,8 GB,DDR4,2666,256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.17 kg,4670 mAh
Używany,TN,SSD,"Windows 10 Professional, Windows 7 Home 64-bit, Windows 8.1 Professional 64-bit",Intel Core i5,2,2.9 GHz,8 GB,DDR3,,512 GB,matowa,1600 x 900,Intel HD Graphics 4400,1.7 kg,
Nowy,,SSD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,,512 GB,matowa,1600 x 900,,,
Używany,TN,SSD,"Windows 10 Professional, Windows 7 Home 64-bit, Windows 8.1 Professional 64-bit",Intel Core i5,2,2.9 GHz,8 GB,DDR3,,240 GB,matowa,1600 x 900,Intel HD Graphics 4400,1.7 kg,
Odnowiony przez producenta,,HDD,Windows 10 Home,Intel Core i3,2,,8 GB,DDR4,2133,1000 GB,matowa,1920 x 1080,,,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i7,6,4.1 GHz,32 GB,DDR4,2666,512 GB,matowa,1920 x 1080,,3.17 kg,97 Wh
Odnowiony przez producenta,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,4,3.5 GHz,8 GB,DDR4,,1128 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i7,4,4 GHz,16 GB,DDR4,2400,512 GB,błyszcząca,1920 x 1080,Intel HD Graphics 620,2.3 kg,3500 mAh
Nowy,,SSD,Windows 10 Home,Intel Core i7,4,4.1 GHz,16 GB,DDR4,2400,512 GB,antyrefleksyjna,3840 x 2160,,,
Nowy,IPS,SSD,Mac OS,Intel Core i5,4,3.8 GHz,16 GB,DDR3L,2133,512 GB,błyszcząca,2560 x 1600,Intel Iris Plus Graphics 655,1.37 kg,58 Wh
Używany,,SSD,Windows 10 Professional,Inny procesor,4,,2 GB,,,32 GB,błyszcząca,1366 x 768,,,
Nowy,IPS,SSD,Windows 10 Home,Inny procesor,2,2.6 GHz,8 GB,DDR3,,128 GB,błyszcząca,1280 x 800,Intel HD Graphics 615,,9800 mAh
Nowy,,HDD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,,1000 GB,matowa,1920 x 1080,,,
Używany,,HDD,Windows 7 Professional 64-bit,Intel Core i5,2,,8 GB,DDR3,,320 GB,matowa,1920 x 1080,,,
Używany,,HDD,Windows 7 Professional 64-bit,Intel Core i5,2,,8 GB,,,320 GB,matowa,1600 x 900,,,
Odnowiony przez producenta,IPS,SSD,Windows 10 Home,Intel Core i7,4,4 GHz,8 GB,DDR4,,256 GB,błyszcząca,1920 x 1080,NVIDIA GeForce MX150,,
Nowy,IPS,HDD,Windows 10 Home,Intel Core i5,3,3.4 GHz,8 GB,DDR4,2400,1000 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,,
Używany,TN,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,3 GHz,4 GB,DDR3L,,120 GB,matowa,1600 x 900,Intel HD Graphics 4400,1.78 kg,90 Wh
Nowy,,SSD,Mac OS,Intel Core i5,4,3.8 GHz,8 GB,DDR3,2133,512 GB,błyszcząca,2560 x 1600,,,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i5,2,3.3 GHz,8 GB,DDR3,1866,256 GB,błyszcząca,1920 x 1080,Intel HD Graphics 615,1.24 kg,46 Wh
Nowy,IPS,Hybrydowy,Windows 10 Home,Intel Core i7,6,4.1 GHz,16 GB,DDR4,,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1070,2.45 kg,3605 mAh
Powystawowy,,HDD,Windows 10 Home,Intel Core i3,4,,4 GB,,,1000 GB,błyszcząca,1366 x 768,NVIDIA GeForce 920M,,
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i5,4,4 GHz,8 GB,DDR4,2666,1000 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.95 kg,
Nowy,IPS,SSD,Windows 10 Professional,Inny procesor,6,4.8 GHz,32 GB,DDR4,2666,1000 GB,matowa,1920 x 1080,,3.17 kg,97 Wh
Używany,,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,3.3 GHz,8 GB,,,240 GB,matowa,1600 x 900,,,
Nowy,IPS,SSD,Mac OS,Intel Core i7,4,4.5 GHz,16 GB,DDR3L,2133,512 GB,błyszcząca,2560 x 1600,Intel Iris Plus Graphics 655,1.37 kg,58 Wh
Nowy,IPS,SSD,Windows 10 Home,Intel Core m5,2,2.7 GHz,8 GB,DDR3,1866,256 GB,błyszcząca,2160 x 1440,Intel HD Graphics 515,0.64 kg,
Odnowiony przez producenta,,SSD + HDD,Windows 10 Home,Intel Core i5,2,3.1 GHz,8 GB,DDR4,2133,1128 GB,matowa,1920 x 1080,Intel HD Graphics 620,,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,4,4 GHz,16 GB,DDR4,2400,1024 GB,błyszcząca,3840 x 2160,NVIDIA GeForce MX150,2.01 kg,79 mAh
Nowy,,HDD,Windows 10 Home,Intel Core i5,2,3.1 GHz,8 GB,DDR4,2400,1000 GB,matowa,1920 x 1080,,,
Nowy,TN,SSD,Windows 10 Home,Intel Core i3,2,3.4 GHz,8 GB,DDR4,2400,240 GB,matowa,1920 x 1080,,2.08 kg,30 Wh
Używany,,SSD,Windows 10 Home,Intel Core i3,2,,8 GB,,,120 GB,matowa,1920 x 1080,,3 kg,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2400,256 GB,błyszcząca,1920 x 1080,Intel HD Graphics 620,2.3 kg,3500 mAh
Używany,,HDD,Windows 7 Professional 64-bit,Intel Core i5,2,3.2 GHz,4 GB,DDR3,,320 GB,matowa,1366 x 768,,,
Nowy,TN,HDD,Windows 10 Home,Intel Core i5,2,3.1 GHz,8 GB,DDR4,,1000 GB,błyszcząca,1366 x 768,Intel HD Graphics 620,2 kg,42 Wh
Nowy,,SSD,Windows 10 Home,Intel Core i5,3,3.4 GHz,8 GB,DDR4,2133,256 GB,błyszcząca,Inna,Intel HD Graphics 620,,
Nowy,TN,SSD + HDD,Windows 10 Home,Intel Core i5,4,3.9 GHz,8 GB,DDR4,2666,1240 GB,matowa,1920 x 1080,NVIDIA GeForce MX130,1.75 kg,3220 mAh
Nowy,,Hybrydowy,Windows 8.1 Home 64-bit,Intel Core i5,2,,6 GB,,,524 GB,matowa,1366 x 768,,,
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i7,6,4.1 GHz,32 GB,DDR4,,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1070,2.85 kg,4940 mAh
Po zwrocie,,SSD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,512 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,1.85 kg,
Nowy,TN,SSD,Windows 10 Professional,Intel Core i5,2,3 GHz,16 GB,DDR4,,500 GB,matowa,1366 x 768,Intel HD Graphics 520,1.6 kg,
Odnowiony przez producenta,,SSD,Windows 10 Home,Intel Core i5,2,3.1 GHz,8 GB,DDR4,,512 GB,matowa,1600 x 900,Intel HD Graphics 620,,
Nowy,,SSD,Windows 10 Professional,Intel Core i7,4,4 GHz,16 GB,DDR3,1866,512 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,1.3 kg,4335 mAh
Odnowiony przez producenta,,SSD,Windows 10 Professional,Intel Core i5,2,3.1 GHz,8 GB,DDR4,2133,256 GB,błyszcząca,1366 x 768,Intel HD Graphics 620,,
Używany,TN,SSD,"Windows 10 Professional, Windows 8.1 Professional 64-bit, Windows 7 Home 64-bit",Intel Core i7,2,3.3 GHz,12 GB,DDR3,,240 GB,błyszcząca,1920 x 1080,Intel HD Graphics 4400,1.6 kg,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i5,4,4 GHz,16 GB,DDR4,2666,500 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.3 kg,52.5 Wh
Używany,TN,SSD,"Windows 7 Professional 64-bit, Windows 10 Home, Windows 10 Professional",Intel Core i7,2,3.3 GHz,8 GB,DDR3,,120 GB,matowa,1366 x 768,Intel HD Graphics 4000,2 kg,
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,1128 GB,antyrefleksyjna,1920 x 1080,NVIDIA GeForce GTX 1050,2.21 kg,70 mAh
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,6,4.1 GHz,16 GB,DDR4,2400,256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1070,4 kg,4810 mAh
Odnowiony przez producenta,IPS,SSD,Windows 10 Home,Intel Core i7,2,3.5 GHz,8 GB,DDR4,2133,256 GB,błyszcząca,3200 x 1800,Intel HD Graphics 620,,
Używany,,SSD,Windows 8.1 Professional 64-bit,Intel Core i5,2,2.6 GHz,8 GB,DDR3,,240 GB,matowa,1366 x 768,Intel HD Graphics 4400,,
Używany,,SSD,Windows 8.1 Professional 64-bit,Intel Core i5,2,2.9 GHz,8 GB,DDR3L,,240 GB,matowa,1920 x 1080,Intel HD Graphics 5500,2.11 kg,
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i5,4,,8 GB,,,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,,
Używany,,SSD,"Windows 10 Home, Windows 10 Professional",Intel Core i5,2,,8 GB,DDR3L,,256 GB,błyszcząca antyrefleksyjna,1920 x 1080,,,
Powystawowy,,SSD + HDD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2400,1256 GB,matowa,1920 x 1080,,,
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i5,4,4 GHz,8 GB,DDR4,2400,1240 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,2.37 kg,3220 mAh
Nowy,IPS,HDD,Windows 10 Home,Intel Core i3,2,0 GHz,8 GB,DDR4,2400,1000 GB,błyszcząca,1920 x 1080,Intel HD Graphics 520,2.9 kg,42 Wh
Nowy,,SSD + HDD,brak systemu,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2400,1256 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,1.53 kg,3727 mAh
Używany,,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,3.3 GHz,16 GB,DDR3,,240 GB,matowa,1920 x 1080,,,
Używany,TN,HDD,"Windows 10 Home, Windows 10 Professional, Windows 7 Professional 64-bit",Intel Core i5,2,3.3 GHz,8 GB,DDR3,,320 GB,matowa,1600 x 900,Intel HD Graphics 4000,2.2 kg,
Nowy,TN,SSD,Windows 10 Home,Intel Core i3,2,2 GHz,4 GB,DDR4,2400,256 GB,matowa,1920 x 1080,Intel HD Graphics 520,1.92 kg,3000 mAh
Używany,TN,SSD,"Windows 7 Professional 64-bit, Windows 10 Home, Windows 10 Professional",Intel Core i5,2,3.2 GHz,8 GB,DDR3,,120 GB,matowa,1366 x 768,Intel HD Graphics 3000,1.5 kg,
Używany,,SSD,"Windows 8.1 Professional 64-bit, Windows 10 Professional",Intel Core i5,2,2.7 GHz,8 GB,DDR3,,256 GB,matowa,1920 x 1080,Intel HD Graphics 4400,,
Nowy,,SSD,Windows 10 Home,Intel Pentium Quad-Core,4,2.7 GHz,4 GB,DDR4,2133,128 GB,matowa,1920 x 1080,,1.86 kg,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i5,4,3.4 GHz,8 GB,DDR3,,256 GB,błyszcząca,1920 x 1080,,,
Używany,,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,,8 GB,DDR3,,240 GB,matowa,1600 x 900,,,
Nowy,TN,HDD,Windows 10 Professional,Intel Core i3,2,,4 GB,DDR4,2133,500 GB,matowa,1920 x 1080,Intel HD Graphics 520,1.86 kg,41 Wh
Nowy,IPS,HDD,Windows 10 Home,Intel Core i5,4,4 GHz,8 GB,DDR4,2666,1000 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.41 kg,3220 mAh
Nowy,IPS,SSD,Windows 10 Home,Inny procesor,4,3.6 GHz,8 GB,DDR4,2400,256 GB,błyszcząca,1920 x 1080,,2.04 kg,55.8 Wh
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i5,4,3.6 GHz,8 GB,DDR3,1866,256 GB,błyszcząca,1920 x 1080,Intel HD Graphics 620,1.42 kg,45 Wh
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,4,4 GHz,16 GB,DDR4,2400,1256 GB,błyszcząca,1920 x 1080,NVIDIA GeForce 940MX,1.63 kg,41 Wh
Nowy,,HDD,Windows 10 Home,Intel Celeron Dual-Core,2,2.4 GHz,4 GB,DDR3,,1000 GB,matowa,1366 x 768,Intel HD Graphics 500,,
Używany,IPS,SSD,Windows 10 Professional,Intel Core i5,2,,8 GB,,,512 GB,matowa,1920 x 1080,,,
Nowy,,SSD + HDD,brak systemu,Intel Core i7,6,,8 GB,,,1240 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Odnowiony przez producenta,,SSD,Windows 10 Home,Intel Pentium Dual-Core,2,2.16 GHz,8 GB,DDR3,,256 GB,błyszcząca,1366 x 768,,,
Nowy,,HDD,Windows 10 Home,Intel Celeron Dual-Core,2,2.48 GHz,4 GB,DDR3,1600,500 GB,matowa,1366 x 768,,,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,512 GB,błyszcząca,3840 x 2160,NVIDIA GeForce GTX 1050,2.05 kg,97 Wh
Odnowiony przez producenta,,HDD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2133,1000 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,,
Nowy,IPS,HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,8 GB,DDR4,2400,1000 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,3.49 kg,68 Wh
Nowy,,SSD,Windows 10 Home,Intel Core i5,4,,16 GB,,,256 GB,matowa,1920 x 1080,,,
Nowy,TN,SSD,Windows 10 Professional,Intel Core i5,2,3 GHz,8 GB,DDR4,,128 GB,matowa,1366 x 768,Intel HD Graphics 520,1.6 kg,
Nowy,TN,SSD,Windows 10 Professional,Intel Core i5,4,3.5 GHz,8 GB,DDR4,2400,256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.7 kg,74 Wh
Używany,,SSD,Windows 7 Professional 64-bit,Intel Core i5,2,3.3 GHz,8 GB,DDR3,,240 GB,matowa,1366 x 768,,,
Nowy,IPS,HDD,Windows 10 Home,Intel Core i5,4,3.5 GHz,8 GB,DDR4,2400,1000 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.21 kg,
Używany,,SSD,Windows 10 Home,Intel Core i5,2,,8 GB,,,180 GB,matowa,1600 x 900,,,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,6,4.1 GHz,16 GB,DDR4,2400,256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,3.5 kg,99 Wh
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,6,4.1 GHz,16 GB,DDR4,2666,1512 GB,antyrefleksyjna,1920 x 1080,NVIDIA GeForce GTX 1060,3.78 kg,86 mAh
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,3.1 kg,
Używany,TN,SSD,"Windows 10 Professional, Windows 10 Home, Windows 7 Professional 64-bit",Intel Core i5,2,2.6 GHz,8 GB,DDR3,,128 GB,matowa,1920 x 1080,Intel HD Graphics 4400,1.8 kg,
Odnowiony przez producenta,,SSD + HDD,Windows 10 Home,Intel Core i3,2,,8 GB,DDR4,2133,1256 GB,matowa,1920 x 1080,,,
Nowy,,HDD,Windows 10 Home,Intel Pentium Quad-Core,4,,4 GB,DDR4,,500 GB,matowa,1366 x 768,,,40 Wh
Nowy,IPS,HDD,Windows 10 Home,Intel Core i5,3,3.4 GHz,8 GB,DDR4,2400,1000 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,2.2 kg,
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i7,6,4.1 GHz,16 GB,DDR4,,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1070,2.85 kg,4940 mAh
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i5,2,3.5 GHz,8 GB,DDR4,2400,256 GB,matowa,1920 x 1080,Intel HD Graphics 620,1.4 kg,60 Wh
Używany,TN,SSD,"Windows 7 Professional 64-bit, Windows 10 Home, Windows 10 Professional",Intel Core i5,2,2.8 GHz,4 GB,DDR3,,120 GB,matowa,1366 x 768,Intel HD Graphics 4000,,
Używany,,SSD,"Windows 8.1 Professional 64-bit, Windows 10 Professional",Intel Core i7,4,,8 GB,,,256 GB,antyrefleksyjna,1920 x 1080,,,
Używany,,HDD,Windows 7 Professional 64-bit,Intel Core i7,4,,16 GB,DDR3,,500 GB,matowa,1920 x 1080,,,
Nowy,TN,HDD,Windows 10 Home,Intel Core i3,4,,4 GB,DDR4,2133,500 GB,matowa,1366 x 768,Intel HD Graphics 520,1.9 kg,32 Wh
Używany,,Brak,brak systemu,Intel Core i5,2,,4 GB,,,0 GB,matowa,1600 x 900,,,
Nowy,,SSD + HDD,brak systemu,Intel Core i7,6,,16 GB,,,1500 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,512 GB,błyszcząca,3840 x 2160,NVIDIA GeForce GTX 1050,2.05 kg,97 Wh
Nowy,,SSD + HDD,Windows 10 Home,Inny procesor,4,3.6 GHz,8 GB,DDR4,2400,1240 GB,matowa,1920 x 1080,,1.67 kg,3653 mAh
Nowy,,HDD,Windows 10 Home,Intel Core i7,2,3.5 GHz,8 GB,DDR4,,1000 GB,błyszcząca,1366 x 768,AMD Radeon R5 M430,3 kg,40 Wh
Nowy,TN,SSD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2400,240 GB,matowa,1920 x 1080,,2.09 kg,30 Wh
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,4,4 GHz,8 GB,DDR3L,2133,512 GB,błyszcząca,3840 x 2160,Intel HD Graphics 620,1.29 kg,60 Wh
Odnowiony przez producenta,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,4,4 GHz,16 GB,DDR4,,1256 GB,błyszcząca,1920 x 1080,NVIDIA GeForce MX150,,
Nowy,,SSD,Windows 10 Home,AMD A12,4,3.6 GHz,8 GB,DDR4,2133,256 GB,matowa,1366 x 768,,,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i9,6,4.8 GHz,32 GB,DDR4,2400,512 GB,matowa,3840 x 2160,NVIDIA GeForce GTX 1080,3.5 kg,99 Wh
Nowy,,SSD + HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,8 GB,DDR4,2400,1128 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.53 kg,74 Wh
Nowy,,SSD,Windows 10 Home,Intel Core i5,4,,8 GB,DDR4,2400,256 GB,błyszcząca,1920 x 1080,,2.3 kg,
Nowy,TN,SSD,brak systemu,AMD A6,2,2.9 GHz,4 GB,DDR4,2133,120 GB,matowa,1920 x 1080,AMD Radeon 530M,2.07 kg,30 Wh
Nowy,IPS,SSD + HDD,brak systemu,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2400,1240 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,2.1 kg,30 Wh
Nowy,,SSD + HDD,brak systemu,Intel Core i7,6,,16 GB,,,1120 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Używany,,SSD,Windows 8.1 Professional 64-bit,Intel Core i7,2,2.9 GHz,8 GB,DDR3,,240 GB,matowa,1920 x 1080,,,
Odnowiony przez producenta,IPS,SSD,Windows 10 Home,Intel Core i7,4,4 GHz,32 GB,DDR4,,1024 GB,błyszcząca,3840 x 2160,NVIDIA GeForce MX150,,
Nowy,,SSD + HDD,brak systemu,Intel Core i5,4,,16 GB,,,1240 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Używany,,HDD,Windows 7 Professional 64-bit,Intel Core i5,2,3.3 GHz,4 GB,,,320 GB,matowa,1600 x 900,,,
Używany,,HDD,brak systemu,AMD A6,2,3.2 GHz,4 GB,,,320 GB,matowa,1366 x 768,,,
Nowy,VA,HDD,Windows 10 Home,Intel Core i3,2,2 GHz,8 GB,DDR4,2133,1000 GB,błyszcząca antyrefleksyjna,1920 x 1080,,,41 Wh
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2400,1256 GB,antyrefleksyjna,1920 x 1080,NVIDIA GeForce GTX 1050Ti,2.62 kg,70 Wh
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,6,4.1 GHz,8 GB,DDR4,2400,512 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1060,2.42 kg,3220 mAh
Używany,,SSD,Windows 10 Home,Intel Core i5,2,,8 GB,DDR3,,256 GB,matowa,1366 x 768,,,
Nowy,IPS,SSD + HDD,Windows 10 Home,Intel Core i5,4,4 GHz,16 GB,DDR4,2666,1240 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,2.53 kg,56 Wh
Odnowiony przez producenta,,SSD + HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,16 GB,DDR4,2133,1256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050,,
Nowy,,HDD,Windows 10 Home,Intel Pentium 4,2,,4 GB,DDR4,2133,500 GB,błyszcząca,1366 x 768,Intel HD Graphics 510,,
Nowy,IPS,SSD,Windows 10 Professional,Intel Core i7,4,3.6 GHz,32 GB,DDR4,2133,512 GB,matowa,1920 x 1080,AMD FirePro W5170M,3.42 kg,72 Wh
Nowy,,SSD,Windows 10 Home,Intel Core i5,4,3.4 GHz,8 GB,DDR4,2133,256 GB,matowa,1920 x 1080,,1.26 kg,4335 mAh
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,6,4.1 GHz,8 GB,DDR4,,256 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,
Używany,,HDD,Windows 8.1 Professional 64-bit,Intel Core i5,2,3.3 GHz,4 GB,DDR3,,250 GB,matowa,1366 x 768,,,
Odnowiony przez producenta,IPS,SSD,Windows 10 Home,Intel Core i7,4,4 GHz,16 GB,DDR3,,1024 GB,matowa,1920 x 1080,NVIDIA GeForce MX150,,
Używany,,SSD,Windows 10 Home,Intel Core i5,2,,8 GB,DDR3L,,256 GB,matowa,1920 x 1080,,,
Nowy,IPS,Hybrydowy,Windows 10 Home,Intel Core i5,4,4 GHz,8 GB,DDR4,,1240 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,2.31 kg,4240 mAh
Nowy,TN,SSD + HDD,Windows 10 Home,Intel Core i3,2,2 GHz,8 GB,DDR4,2133,1120 GB,matowa,1920 x 1080,Intel HD Graphics 520,2.05 kg,30 Wh
Nowy,TN,SSD + HDD,brak systemu,AMD A6,2,2.9 GHz,8 GB,DDR4,2133,1120 GB,matowa,1600 x 900,AMD Radeon 530M,2.41 kg,30 Wh
Używany,TN,HDD,inny,Intel Core 2 Duo,2,,2 GB,DDR3,,320 GB,antyrefleksyjna,1280 x 800,,,
Nowy,IPS,SSD,Windows 10 Home,Intel Core i7,4,4 GHz,16 GB,DDR3,1866,1024 GB,błyszcząca,3840 x 2160,Intel HD Graphics 620,1.21 kg,52 Wh
Odnowiony przez sprzedawcę,,HDD,Windows 10 Professional,Intel Core i7,4,,8 GB,,,320 GB,matowa,1920 x 1080,,2.63 kg,
Nowy,,eMMC,Windows 10 Home,Intel Celeron Dual-Core,2,2.4 GHz,4 GB,DDR3,1600,64 GB,błyszcząca,1366 x 768,Intel HD Graphics 500,1 kg,
Nowy,TN,SSD,Windows 10 Professional,Intel Core i3,2,,8 GB,DDR4,2133,256 GB,matowa,1920 x 1080,Intel HD Graphics 520,1.86 kg,41 Wh
Nowy,,HDD,Windows 10 Home,Intel Core i7,4,3.8 GHz,8 GB,DDR4,2133,1000 GB,matowa,1920 x 1080,NVIDIA GeForce GTX 1050Ti,,48 Wh
